job,marital,education,default,housing,loan,y
technician,married,professional.course,no,yes,no,no
technician,married,professional.course,no,no,no,no
admin.,married,high.school,no,no,no,no
management,married,university.degree,unknown,yes,no,no
technician,married,professional.course,no,no,no,no
admin.,single,university.degree,no,no,no,no
retired,married,university.degree,no,yes,no,no
services,married,high.school,no,yes,no,no
technician,divorced,professional.course,no,yes,no,no
technician,married,professional.course,no,yes,no,no
admin.,married,university.degree,no,yes,no,no
unknown,married,unknown,unknown,no,no,no
admin.,single,university.degree,no,yes,no,no
blue-collar,married,basic.9y,no,no,yes,no
technician,divorced,high.school,no,yes,no,no
technician,married,professional.course,unknown,no,yes,no
admin.,married,high.school,no,yes,no,no
unknown,married,unknown,unknown,yes,no,no
technician,married,university.degree,no,yes,no,no
management,married,university.degree,no,no,no,no
admin.,married,university.degree,no,no,no,no
services,divorced,high.school,no,yes,no,no
admin.,married,university.degree,no,no,yes,no
admin.,married,university.degree,no,no,no,no
admin.,married,university.degree,no,yes,no,no
admin.,married,university.degree,unknown,yes,yes,no
retired,married,high.school,no,yes,no,no
admin.,married,university.degree,unknown,no,no,no
retired,married,basic.9y,no,yes,no,no
admin.,married,university.degree,no,yes,no,no
technician,single,professional.course,no,no,no,no
technician,divorced,professional.course,no,yes,no,no
admin.,married,university.degree,unknown,yes,yes,no
admin.,married,university.degree,unknown,no,no,no
admin.,married,university.degree,unknown,yes,no,no
technician,married,university.degree,no,no,no,no
admin.,married,high.school,no,yes,no,no
admin.,married,university.degree,no,yes,no,no
admin.,married,university.degree,no,no,no,no
admin.,single,university.degree,no,yes,no,no
admin.,married,university.degree,no,no,no,no
admin.,married,university.degree,no,yes,no,no
admin.,married,university.degree,no,unknown,unknown,no
admin.,divorced,university.degree,no,unknown,unknown,no
admin.,divorced,university.degree,no,no,no,no
admin.,married,professional.course,no,yes,no,no
admin.,divorced,university.degree,unknown,no,no,no
admin.,single,university.degree,no,yes,no,no
technician,single,professional.course,no,yes,no,no
admin.,single,university.degree,no,unknown,unknown,no
technician,divorced,university.degree,no,no,yes,no
technician,married,unknown,no,yes,no,no
admin.,married,high.school,unknown,yes,no,no
admin.,married,high.school,unknown,yes,no,no
technician,married,high.school,no,yes,no,no
admin.,married,high.school,no,yes,no,no
admin.,single,university.degree,unknown,yes,no,no
technician,married,professional.course,no,yes,yes,no
services,married,high.school,no,yes,no,no
technician,married,professional.course,no,yes,no,no
technician,married,high.school,no,no,yes,no
admin.,divorced,university.degree,no,yes,no,no
housemaid,married,basic.4y,no,yes,no,no
management,married,university.degree,no,yes,yes,no
admin.,married,university.degree,no,no,no,no
admin.,married,high.school,unknown,no,no,no
services,married,unknown,no,no,no,no
technician,single,high.school,no,yes,no,no
admin.,single,university.degree,no,yes,no,no
technician,married,university.degree,unknown,no,no,no
admin.,single,university.degree,no,no,no,no
management,married,university.degree,no,no,no,no
blue-collar,married,basic.9y,no,yes,no,no
technician,married,university.degree,unknown,yes,no,no
technician,single,professional.course,no,yes,no,no
admin.,married,university.degree,no,no,no,no
services,married,high.school,no,yes,no,no
technician,single,university.degree,unknown,yes,no,no
admin.,single,university.degree,no,no,no,no
unknown,married,unknown,unknown,yes,no,no
entrepreneur,married,university.degree,no,yes,no,no
technician,single,professional.course,no,yes,no,no
admin.,married,basic.9y,no,unknown,unknown,no
technician,divorced,professional.course,no,yes,no,no
admin.,married,university.degree,no,yes,no,no
admin.,single,university.degree,no,yes,no,no
admin.,married,university.degree,no,yes,no,no
management,married,university.degree,no,no,no,no
technician,married,high.school,no,no,no,no
unemployed,married,university.degree,no,yes,no,no
technician,divorced,professional.course,unknown,yes,no,no
technician,married,professional.course,no,yes,no,no
admin.,single,university.degree,no,yes,yes,no
technician,single,professional.course,no,yes,no,no
technician,married,high.school,no,yes,no,no
unemployed,married,university.degree,no,yes,no,no
admin.,divorced,university.degree,no,yes,no,no
self-employed,married,university.degree,no,yes,no,no
admin.,married,university.degree,no,no,no,no
admin.,single,university.degree,no,no,no,no
admin.,divorced,university.degree,no,yes,no,no
self-employed,married,university.degree,no,yes,no,no
blue-collar,married,basic.4y,no,no,no,no
self-employed,married,university.degree,no,no,no,no
self-employed,married,university.degree,no,no,no,no
admin.,divorced,professional.course,no,yes,no,no
technician,single,university.degree,no,no,no,no
admin.,married,basic.9y,no,no,no,no
admin.,single,university.degree,unknown,no,yes,no
blue-collar,married,basic.4y,unknown,yes,no,no
admin.,married,university.degree,no,yes,yes,no
retired,married,basic.4y,no,yes,no,no
technician,married,university.degree,unknown,unknown,unknown,no
retired,married,basic.4y,no,yes,no,no
technician,married,professional.course,no,yes,no,no
admin.,married,university.degree,no,yes,no,no
technician,single,high.school,no,yes,no,no
admin.,married,university.degree,no,no,no,no
technician,married,high.school,no,yes,no,no
management,single,university.degree,no,no,no,no
unemployed,single,university.degree,no,yes,no,no
technician,divorced,professional.course,unknown,yes,yes,no
services,married,high.school,unknown,no,no,no
admin.,married,university.degree,no,yes,no,no
technician,married,high.school,no,no,no,no
technician,married,high.school,no,unknown,unknown,no
unknown,married,unknown,unknown,yes,no,no
admin.,single,university.degree,no,yes,yes,no
admin.,married,university.degree,no,no,no,no
admin.,divorced,university.degree,unknown,no,no,no
technician,married,university.degree,no,yes,no,no
technician,married,professional.course,no,no,yes,no
management,married,university.degree,no,yes,no,no
admin.,divorced,university.degree,no,yes,yes,no
admin.,divorced,university.degree,unknown,no,no,no
blue-collar,married,basic.9y,no,no,no,no
admin.,single,university.degree,no,yes,no,no
admin.,married,basic.9y,no,yes,no,no
admin.,married,university.degree,no,no,no,no
admin.,married,university.degree,no,yes,no,no
management,married,university.degree,no,yes,yes,no
management,married,university.degree,no,no,no,no
unemployed,married,university.degree,no,yes,no,no
admin.,single,university.degree,no,no,no,no
technician,divorced,high.school,unknown,yes,no,no
admin.,married,basic.9y,no,no,no,no
admin.,married,university.degree,no,yes,no,no
technician,divorced,professional.course,no,yes,no,no
admin.,married,university.degree,no,no,no,no
admin.,married,university.degree,no,no,no,no
admin.,married,university.degree,no,no,no,no
blue-collar,married,basic.4y,no,yes,no,no
technician,married,professional.course,no,no,yes,no
admin.,married,university.degree,no,no,no,no
housemaid,married,basic.4y,unknown,yes,no,no
technician,married,professional.course,no,no,no,no
retired,married,basic.4y,no,yes,no,no
technician,married,professional.course,no,yes,yes,no
admin.,married,university.degree,no,yes,no,no
technician,single,professional.course,unknown,yes,yes,no
retired,married,unknown,no,yes,yes,no
self-employed,married,high.school,no,yes,no,no
admin.,married,university.degree,no,yes,no,no
admin.,married,university.degree,no,no,no,no
retired,married,unknown,no,no,yes,no
retired,married,basic.4y,no,yes,yes,no
technician,married,professional.course,no,yes,no,no
admin.,married,high.school,no,yes,no,no
admin.,married,high.school,no,yes,yes,yes
blue-collar,married,basic.9y,no,no,no,yes
unknown,married,unknown,no,no,no,yes
entrepreneur,married,university.degree,no,no,no,yes
technician,single,professional.course,no,no,no,no
self-employed,single,university.degree,no,no,no,no
admin.,divorced,high.school,no,yes,no,no
self-employed,married,basic.4y,no,no,no,yes
technician,married,professional.course,no,yes,yes,no
management,married,university.degree,no,yes,no,no
entrepreneur,married,university.degree,no,yes,yes,no
admin.,married,high.school,no,no,no,yes
technician,divorced,professional.course,no,unknown,unknown,no
admin.,single,university.degree,no,yes,yes,yes
technician,divorced,university.degree,no,no,yes,yes
blue-collar,single,unknown,no,yes,no,no
admin.,divorced,high.school,no,yes,no,yes
admin.,married,university.degree,no,no,no,yes
housemaid,married,high.school,no,no,no,yes
admin.,married,high.school,no,no,no,yes
blue-collar,married,professional.course,no,no,no,no
services,married,high.school,no,yes,no,yes
blue-collar,married,basic.9y,no,yes,no,no
blue-collar,married,unknown,no,yes,no,no
student,single,high.school,no,no,no,yes
admin.,single,high.school,no,no,no,no
technician,single,university.degree,no,no,no,yes
technician,married,high.school,no,no,no,yes
technician,married,professional.course,no,no,no,no
self-employed,married,high.school,no,yes,no,yes
admin.,married,university.degree,no,no,no,yes
admin.,single,high.school,no,yes,no,yes
services,married,high.school,no,yes,no,no
services,single,high.school,no,yes,no,yes
technician,married,professional.course,no,no,no,yes
blue-collar,married,basic.9y,no,yes,no,yes
retired,married,university.degree,no,yes,no,no
admin.,married,high.school,no,yes,no,yes
entrepreneur,married,basic.9y,no,yes,no,no
admin.,divorced,university.degree,no,no,no,yes
technician,single,professional.course,no,yes,no,yes
admin.,married,university.degree,no,no,yes,no
admin.,married,university.degree,no,yes,no,yes
admin.,single,university.degree,no,yes,no,no
admin.,single,university.degree,no,yes,no,yes
blue-collar,single,professional.course,no,yes,no,no
admin.,single,university.degree,no,yes,no,yes
blue-collar,married,basic.9y,no,no,no,no
technician,divorced,high.school,no,yes,no,yes
blue-collar,married,basic.6y,no,yes,no,yes
admin.,single,university.degree,no,no,no,yes
admin.,single,university.degree,no,no,no,yes
entrepreneur,married,university.degree,no,yes,no,yes
technician,married,professional.course,no,yes,no,yes
blue-collar,married,basic.6y,no,no,no,no
admin.,married,university.degree,no,no,no,yes
admin.,married,university.degree,no,no,no,no
blue-collar,single,high.school,no,yes,no,yes
self-employed,single,university.degree,no,yes,no,yes
technician,married,high.school,no,no,no,yes
technician,single,university.degree,no,no,no,yes
blue-collar,divorced,high.school,no,yes,no,yes
admin.,divorced,high.school,no,no,no,no
entrepreneur,married,basic.4y,no,no,no,yes
management,married,university.degree,no,no,no,yes
